# Connecting Channels Monthly Flow
# Units = cms
#IGS Data Source: H:\SHARE\H&H\GL_H&HData & Reports\WaterBudgetTracking\L2SWBM\Daily\IGSdaily.csv
#Stage Fall Discharge Source: H:\SHAR\H&H\GL_H&HData & Reports\WaterBudgetTracking\ConnectingChannelFlows\data\OriginalData\csv\GLConnectingChannelFlows,1900-present_Columns.csv
#Coordinated Data Source: H:\SHAR\H&H\GL_H&HData & Reports\WaterBudgetTracking\ConnectingChannelFlows\data\OriginalData\csv\GLConnectingChannelFlows,1900-present_Columns.csv
# Created by Heather Lucier
# Last modified 2018-12-17 14:08:14 by jkp
#
"Year","Month","St.Marys (IGS)","St.Clair (IGS)","Detroit (IGS)","St. Marys (Flow Accounting)","St. Clair (SFD+ADVM)","Detroit (SFD+ADVM)","Niagara+Welland(SFD+ADVM)","St.Lawrence(SFD+ADVM)","St. Marys (Coordinated)","St. Clair (Coordinated)","Detroit (Coordinated)","Niagara+Welland (Coordinated)","St.Lawrence (Coordinated)"
1900,1,NA,NA,NA,2240,4190,4300,5381,5890,2240,4190,4300,5381,5890
1900,2,NA,NA,NA,2180,3960,4160,5271,5920,2180,3960,4160,5271,5920
1900,3,NA,NA,NA,2070,3960,4190,5441,6090,2070,3960,4190,5441,6090
1900,4,NA,NA,NA,2070,5130,5270,5581,6770,2070,5130,5270,5581,6770
1900,5,NA,NA,NA,2180,5240,5300,5831,6940,2180,5240,5300,5831,6940
1900,6,NA,NA,NA,2210,5300,5380,5861,6970,2210,5300,5380,5861,6970
1900,7,NA,NA,NA,2320,5440,5490,5751,6910,2320,5440,5490,5751,6910
1900,8,NA,NA,NA,2440,5470,5550,5721,6710,2440,5470,5550,5721,6710
1900,9,NA,NA,NA,2610,5550,5550,5611,6510,2610,5550,5550,5611,6510
1900,10,NA,NA,NA,2660,5580,5580,5381,6260,2660,5580,5580,5381,6260
1900,11,NA,NA,NA,2660,5640,5640,5521,6120,2660,5640,5640,5521,6120
1900,12,NA,NA,NA,2380,5440,5380,5501,6290,2380,5440,5380,5501,6290
1901,1,NA,NA,NA,2240,4700,4960,5381,6060,2240,4700,4960,5381,6060
1901,2,NA,NA,NA,2120,3570,4020,4871,5920,2120,3570,4020,4871,5920
1901,3,NA,NA,NA,1950,4360,4500,4841,5830,1950,4360,4500,4841,5830
1901,4,NA,NA,NA,1980,3600,3620,4901,6630,1980,3600,3620,4901,6630
1901,5,NA,NA,NA,2150,5490,5010,5131,6910,2150,5490,5010,5131,6910
1901,6,NA,NA,NA,2240,5720,5640,5411,7020,2240,5720,5640,5411,7020
1901,7,NA,NA,NA,2440,5780,5780,5411,6850,2440,5780,5780,5411,6850
1901,8,NA,NA,NA,2440,5780,5800,5351,6650,2440,5780,5800,5351,6650
1901,9,NA,NA,NA,2290,5660,5690,5411,6480,2290,5660,5690,5411,6480
1901,10,NA,NA,NA,2290,5610,5610,5301,6310,2290,5610,5610,5301,6310
1901,11,NA,NA,NA,2210,5550,5580,5241,5970,2210,5550,5580,5241,5970
1901,12,NA,NA,NA,2040,5300,5410,5241,6090,2040,5300,5410,5241,6090
1902,1,NA,NA,NA,1870,4130,4250,5164,5950,1870,4130,4250,5164,5950
1902,2,NA,NA,NA,1760,4300,4390,4764,5350,1760,4300,4390,4764,5350
1902,3,NA,NA,NA,1610,5180,5100,4904,6290,1610,5180,5100,4904,6290
1902,4,NA,NA,NA,1730,5270,5100,5214,6740,1730,5270,5100,5214,6740
1902,5,NA,NA,NA,1840,5320,5300,5504,6800,1840,5320,5300,5504,6800
1902,6,NA,NA,NA,1950,5440,5490,5644,6880,1950,5440,5490,5644,6880
1902,7,NA,NA,NA,2100,5410,5720,5984,7020,2100,5410,5720,5984,7020
1902,8,NA,NA,NA,2120,5490,5610,5954,7080,2120,5490,5610,5954,7080
1902,9,NA,NA,NA,2180,5380,5470,5754,6880,2180,5380,5470,5754,6880
1902,10,NA,NA,NA,2100,5270,5320,5864,6650,2100,5270,5320,5864,6650
1902,11,NA,NA,NA,2120,5300,5320,5724,6510,2120,5300,5320,5724,6510
1902,12,NA,NA,NA,1950,5150,5320,5674,6340,1950,5150,5320,5674,6340
1903,1,NA,NA,NA,1810,3990,4280,5584,6230,1810,3990,4280,5584,6230
1903,2,NA,NA,NA,1730,3880,4080,5334,6230,1730,3880,4080,5334,6230
1903,3,NA,NA,NA,1700,4900,5130,5644,6800,1700,4900,5130,5644,6800
1903,4,NA,NA,NA,1760,5240,5440,6034,7310,1760,5240,5440,6034,7310
1903,5,NA,NA,NA,1980,5240,5440,6204,7360,1980,5240,5440,6204,7360
1903,6,NA,NA,NA,2180,5320,5580,6204,7310,2180,5320,5580,6204,7310
1903,7,NA,NA,NA,2240,5440,5690,6124,7360,2240,5440,5690,6124,7360
1903,8,NA,NA,NA,2270,5440,5520,5954,7220,2270,5440,5520,5954,7220
1903,9,NA,NA,NA,2270,5490,5580,5954,7080,2270,5490,5580,5954,7080
1903,10,NA,NA,NA,2290,5610,5610,5834,6770,2290,5610,5610,5834,6770
1903,11,NA,NA,NA,2270,5440,5550,5674,6430,2270,5440,5550,5674,6430
1903,12,NA,NA,NA,2070,5150,5690,5674,6230,2070,5150,5690,5674,6230
1904,1,NA,NA,NA,2040,4330,4530,4967,5750,2040,4330,4530,4967,5750
1904,2,NA,NA,NA,1930,4190,4670,5077,5830,1930,4190,4670,5077,5830
1904,3,NA,NA,NA,1930,4360,4590,5477,6230,1930,4360,4590,5477,6230
1904,4,NA,NA,NA,1980,5300,5660,6097,7250,1980,5300,5660,6097,7250
1904,5,NA,NA,NA,2150,5520,5690,6437,7650,2150,5520,5690,6437,7650
1904,6,NA,NA,NA,2320,5720,5780,6577,7840,2320,5720,5780,6577,7840
1904,7,NA,NA,NA,2380,5780,5830,6407,7870,2380,5780,5830,6407,7870
1904,8,NA,NA,NA,2440,5800,5890,6267,7730,2440,5800,5890,6267,7730
1904,9,NA,NA,NA,2460,5780,5830,6127,7480,2460,5780,5830,6127,7480
1904,10,NA,NA,NA,2550,5800,5800,6007,7220,2550,5800,5800,6007,7220
1904,11,NA,NA,NA,2460,5690,5750,5837,6880,2460,5690,5750,5837,6880
1904,12,NA,NA,NA,2290,5350,5550,5757,6260,2290,5350,5550,5757,6260
1905,1,NA,NA,NA,2210,3570,3820,5390,5920,2210,3570,3820,5390,5920
1905,2,NA,NA,NA,2010,3940,4420,5050,6170,2010,3940,4420,5050,6170
1905,3,NA,NA,NA,1900,4560,4870,5140,6000,1900,4560,4870,5140,6000
1905,4,NA,NA,NA,2100,5550,5520,5390,6740,2100,5550,5520,5390,6740
1905,5,NA,NA,NA,2240,5660,5720,5900,6850,2240,5660,5720,5900,6850
1905,6,NA,NA,NA,2320,5780,5890,6240,7050,2320,5780,5890,6240,7050
1905,7,NA,NA,NA,2460,5830,6000,6350,7330,2460,5830,6000,6350,7330
1905,8,NA,NA,NA,2460,5860,6000,6240,7280,2460,5860,6000,6240,7280
1905,9,NA,NA,NA,2520,5860,5920,6130,7190,2520,5860,5920,6130,7190
1905,10,NA,NA,NA,2630,5830,5950,6040,6990,2630,5830,5950,6040,6990
1905,11,NA,NA,NA,2490,5720,5800,5820,6820,2490,5720,5800,5820,6820
1905,12,NA,NA,NA,2380,5610,5690,5930,6650,2380,5610,5690,5930,6650
1906,1,NA,NA,NA,2320,5470,5490,5762,6850,2320,5470,5490,5762,6850
1906,2,NA,NA,NA,2150,4250,4220,5482,6630,2150,4250,4220,5482,6630
1906,3,NA,NA,NA,2100,4810,4790,5362,6570,2100,4810,4790,5362,6570
1906,4,NA,NA,NA,2150,5660,5410,5592,6820,2150,5660,5410,5592,6820
1906,5,NA,NA,NA,2290,5780,5830,5842,6910,2290,5780,5830,5842,6910
1906,6,NA,NA,NA,2440,5780,5920,5962,6970,2440,5780,5920,5962,6970
1906,7,NA,NA,NA,2490,5830,5950,5962,7080,2490,5830,5950,5962,7080
1906,8,NA,NA,NA,2520,5800,5890,5902,6880,2520,5800,5890,5902,6880
1906,9,NA,NA,NA,2490,5720,5750,5762,6630,2490,5720,5750,5762,6630
1906,10,NA,NA,NA,2440,5610,5660,5792,6540,2440,5610,5660,5792,6540
1906,11,NA,NA,NA,2380,5550,5690,5872,6480,2380,5550,5690,5872,6480
1906,12,NA,NA,NA,2240,5150,5240,5962,6430,2240,5150,5240,5962,6430
1907,1,NA,NA,NA,2100,4420,4790,6185,6310,2100,4420,4790,6185,6310
1907,2,NA,NA,NA,2010,4110,4330,5825,6510,2010,4110,4330,5825,6510
1907,3,NA,NA,NA,1900,4900,4980,5705,6650,1900,4900,4980,5705,6650
1907,4,NA,NA,NA,1980,5580,5690,5935,7220,1980,5580,5690,5935,7220
1907,5,NA,NA,NA,2040,5640,5800,6215,7390,2040,5640,5800,6215,7390
1907,6,NA,NA,NA,2210,5720,5750,6335,7420,2210,5720,5750,6335,7420
1907,7,NA,NA,NA,2350,5830,5920,6445,7450,2350,5830,5920,6445,7450
1907,8,NA,NA,NA,2490,5800,5920,6215,7310,2490,5800,5920,6215,7310
1907,9,NA,NA,NA,2580,5830,5890,6135,7050,2580,5830,5890,6135,7050
1907,10,NA,NA,NA,2460,5720,5830,6105,6990,2460,5720,5830,6105,6990
1907,11,NA,NA,NA,2410,5610,5690,6045,6940,2410,5610,5690,6045,6940
1907,12,NA,NA,NA,2320,5490,5550,6045,6910,2320,5490,5550,6045,6910
1908,1,NA,NA,NA,2120,3960,4330,6102,6570,2120,3960,4330,6102,6570
1908,2,NA,NA,NA,1980,3740,4130,5732,6540,1980,3740,4130,5732,6540
1908,3,NA,NA,NA,1840,4730,5010,5902,7020,1840,4730,5010,5902,7020
1908,4,NA,NA,NA,1760,5440,5660,6272,7870,1760,5440,5660,6272,7870
1908,5,NA,NA,NA,1900,5610,5800,6582,8270,1900,5610,5800,6582,8270
1908,6,NA,NA,NA,2210,5780,5920,6502,8330,2210,5780,5920,6502,8330
1908,7,NA,NA,NA,2440,5890,6000,6352,8160,2440,5890,6000,6352,8160
1908,8,NA,NA,NA,2490,5830,6000,6242,7900,2490,5830,6000,6242,7900
1908,9,NA,NA,NA,2410,5690,5720,5992,7420,2410,5690,5720,5992,7420
1908,10,NA,NA,NA,2320,5550,5720,5702,6990,2320,5550,5720,5702,6990
1908,11,NA,NA,NA,2240,5440,5520,5702,6740,2240,5440,5520,5702,6740
1908,12,NA,NA,NA,2100,5380,5380,5652,6430,2100,5380,5380,5652,6430
1909,1,NA,NA,NA,1900,4810,4980,5261,6090,1900,4810,4980,5261,6090
1909,2,NA,NA,NA,1730,3450,3740,5261,5890,1730,3450,3740,5261,5890
1909,3,NA,NA,NA,1530,4360,4250,5431,6340,1530,4360,4250,5431,6340
1909,4,NA,NA,NA,1500,5210,5440,5541,6820,1500,5210,5440,5541,6820
1909,5,NA,NA,NA,1590,5380,5580,6221,7390,1590,5380,5580,6221,7390
1909,6,NA,NA,NA,1780,5520,5580,6281,7530,1780,5520,5580,6281,7530
1909,7,NA,NA,NA,1950,5580,5610,6221,7480,1950,5580,5610,6221,7480
1909,8,NA,NA,NA,2150,5520,5550,6001,7250,2150,5520,5550,6001,7250
1909,9,NA,NA,NA,2150,5490,5520,5801,6910,2150,5490,5520,5801,6910
1909,10,NA,NA,NA,2120,5380,5470,5601,6680,2120,5380,5470,5601,6680
1909,11,NA,NA,NA,1950,5210,5380,5461,6370,1950,5210,5380,5461,6370
1909,12,NA,NA,NA,2100,5040,4980,5711,6290,2100,5040,4980,5711,6290
1910,1,NA,NA,NA,1900,3910,4700,5154,5920,1900,3910,4700,5154,5920
1910,2,NA,NA,NA,1780,3960,3910,4954,5660,1780,3960,3910,4954,5660
1910,3,NA,NA,NA,1610,5040,4960,5294,6460,1610,5040,4960,5294,6460
1910,4,NA,NA,NA,1560,5150,5270,5494,6710,1560,5150,5270,5494,6710
1910,5,NA,NA,NA,1610,5270,5490,6004,7020,1610,5270,5490,6004,7020
1910,6,NA,NA,NA,1810,5350,5410,5974,7050,1810,5350,5410,5974,7050
1910,7,NA,NA,NA,1870,5300,5320,5834,6970,1870,5300,5320,5834,6970
1910,8,NA,NA,NA,1980,5270,5300,5664,6820,1980,5270,5300,5664,6820
1910,9,NA,NA,NA,1950,5240,5270,5494,6540,1950,5240,5270,5494,6540
1910,10,NA,NA,NA,1930,5240,5320,5604,6400,1930,5240,5320,5604,6400
1910,11,NA,NA,NA,1870,5150,5270,5524,6230,1870,5150,5270,5524,6230
1910,12,NA,NA,NA,1640,4790,4930,5374,6060,1640,4790,4930,5374,6060
1911,1,NA,NA,NA,1560,3820,3820,5097,5780,1560,3820,3820,5097,5780
1911,2,NA,NA,NA,1420,3680,3910,4867,5660,1420,3680,3910,4867,5660
1911,3,NA,NA,NA,1330,4810,4640,4987,5830,1330,4810,4640,4987,5830
1911,4,NA,NA,NA,1360,4900,4900,5127,6340,1360,4900,4900,5127,6340
1911,5,NA,NA,NA,1470,5100,5130,5547,6570,1470,5100,5130,5547,6570
1911,6,NA,NA,NA,1590,5180,5210,5547,6570,1590,5180,5210,5547,6570
1911,7,NA,NA,NA,1640,5210,5210,5437,6540,1640,5210,5210,5437,6540
1911,8,NA,NA,NA,1780,5210,5240,5267,6310,1780,5210,5240,5267,6310
1911,9,NA,NA,NA,1760,5100,5130,5157,6090,1760,5100,5130,5157,6090
1911,10,NA,NA,NA,1760,5100,5180,5267,5970,1760,5100,5180,5267,5970
1911,11,NA,NA,NA,1700,5040,5150,5577,6000,1700,5040,5150,5577,6000
1911,12,NA,NA,NA,1640,4960,5040,5437,6000,1640,4960,5040,5437,6000
1912,1,NA,NA,NA,1590,3850,3960,5272,5720,1590,3850,3960,5272,5720
1912,2,NA,NA,NA,1530,3990,3940,4902,5410,1530,3990,3940,4902,5410
1912,3,NA,NA,NA,1470,4420,4590,4932,5610,1470,4420,4590,4932,5610
1912,4,NA,NA,NA,1530,4760,4980,5582,6680,1530,4760,4980,5582,6680
1912,5,NA,NA,NA,1700,5010,5270,5982,7220,1700,5010,5270,5982,7220
1912,6,NA,NA,NA,1810,5320,5440,5952,7590,1810,5320,5440,5952,7590
1912,7,NA,NA,NA,1810,5320,5490,5812,7330,1810,5320,5490,5812,7330
1912,8,NA,NA,NA,1950,5410,5490,5862,7140,1950,5410,5490,5862,7140
1912,9,NA,NA,NA,1980,5440,5550,5892,6990,1980,5440,5550,5892,6990
1912,10,NA,NA,NA,2010,5490,5610,5782,6880,2010,5490,5610,5782,6880
1912,11,NA,NA,NA,1950,5490,5660,5892,6820,1950,5490,5660,5892,6820
1912,12,NA,NA,NA,1870,5490,5580,5812,6880,1870,5490,5580,5812,6880
1913,1,NA,NA,NA,1760,5210,5300,5818,6990,1760,5210,5300,5818,6990
1913,2,NA,NA,NA,1700,4130,4190,5958,6880,1700,4130,4190,5958,6880
1913,3,NA,NA,NA,1640,4670,4560,5848,7050,1640,4670,4560,5848,7050
1913,4,NA,NA,NA,1730,5210,5690,6668,7730,1730,5210,5690,6668,7730
1913,5,NA,NA,NA,1930,5440,5720,6838,7930,1930,5440,5720,6838,7930
1913,6,NA,NA,NA,1980,5640,5690,6718,7930,1980,5640,5690,6718,7930
1913,7,NA,NA,NA,2070,5720,5750,6528,7790,2070,5720,5750,6528,7790
1913,8,NA,NA,NA,2120,5660,5690,6238,7500,2120,5660,5690,6238,7500
1913,9,NA,NA,NA,2150,5550,5580,5928,7140,2150,5550,5580,5928,7140
1913,10,NA,NA,NA,2270,5610,5690,5818,6910,2270,5610,5690,5818,6910
1913,11,NA,NA,NA,2210,5550,5660,5928,6850,2210,5550,5660,5928,6850
1913,12,NA,NA,NA,2150,5410,5410,5898,6740,2150,5410,5410,5898,6740
1914,1,NA,NA,NA,1980,4360,4700,5645,6400,1980,4360,4700,5645,6400
1914,2,NA,NA,NA,1950,4360,4420,5445,6090,1950,4360,4420,5445,6090
1914,3,NA,NA,NA,1840,4560,4560,5195,6170,1840,4560,4560,5195,6170
1914,4,NA,NA,NA,1810,5210,5150,5615,7160,1810,5210,5150,5615,7160
1914,5,NA,NA,NA,1980,5270,5440,6155,7280,1980,5270,5440,6155,7280
1914,6,NA,NA,NA,2070,5380,5440,6205,7280,2070,5380,5440,6205,7280
1914,7,NA,NA,NA,2120,5410,5440,5985,7140,2120,5410,5440,5985,7140
1914,8,NA,NA,NA,2150,5410,5550,5845,6940,2150,5410,5550,5845,6940
1914,9,NA,NA,NA,2270,5440,5520,5755,6820,2270,5440,5520,5755,6820
1914,10,NA,NA,NA,2460,5380,5440,5585,6480,2460,5380,5440,5585,6480
1914,11,NA,NA,NA,2410,5380,5490,5645,6400,2410,5380,5490,5645,6400
1914,12,NA,NA,NA,1950,4980,5300,5365,6090,1950,4980,5300,5365,6090
1915,1,NA,NA,NA,1900,3710,3770,5001,6030,1900,3710,3770,5001,6030
1915,2,NA,NA,NA,1900,4220,4500,5001,5750,1900,4220,4500,5001,5750
1915,3,NA,NA,NA,1870,4840,4530,5171,6290,1870,4840,4530,5171,6290
1915,4,NA,NA,NA,1810,5130,5100,5031,6290,1810,5130,5100,5031,6290
1915,5,NA,NA,NA,1980,5100,5240,5371,6260,1980,5100,5240,5371,6260
1915,6,NA,NA,NA,2010,5150,5210,5451,6230,2010,5150,5210,5451,6230
1915,7,NA,NA,NA,2120,5150,5270,5541,6260,2120,5150,5270,5541,6260
1915,8,NA,NA,NA,2150,5150,5320,5731,6430,2150,5150,5320,5731,6430
1915,9,NA,NA,NA,2150,5150,5240,5711,6480,2150,5150,5240,5711,6480
1915,10,NA,NA,NA,2120,5150,5210,5681,6340,2120,5150,5210,5681,6340
1915,11,NA,NA,NA,2150,5150,5210,5651,6200,2150,5150,5210,5651,6200
1915,12,NA,NA,NA,2070,5010,5040,5421,6000,2070,5010,5040,5421,6000
1916,1,NA,NA,NA,2010,4640,5040,5629,6170,2010,4640,5040,5629,6170
1916,2,NA,NA,NA,1980,4020,4330,5629,6120,1980,4020,4330,5629,6120
1916,3,NA,NA,NA,1950,4110,3940,5429,6060,1950,4110,3940,5429,6060
1916,4,NA,NA,NA,2100,5100,5180,5799,6940,2100,5100,5180,5799,6940
1916,5,NA,NA,NA,2350,5320,5550,6219,7420,2350,5320,5550,6219,7420
1916,6,NA,NA,NA,2780,5490,5490,6389,7790,2780,5490,5490,6389,7790
1916,7,NA,NA,NA,2780,5660,5640,6249,7840,2780,5660,5640,6249,7840
1916,8,NA,NA,NA,2940,5660,5780,6079,7530,2940,5660,5780,6079,7530
1916,9,NA,NA,NA,3260,5640,5660,5879,7140,3260,5640,5660,5879,7140
1916,10,NA,NA,NA,3340,5550,5640,5739,6770,3340,5550,5640,5739,6770
1916,11,NA,NA,NA,3230,5610,5640,5629,6510,3230,5610,5640,5629,6510
1916,12,NA,NA,NA,3060,5490,5580,5629,6310,3060,5490,5580,5629,6310
1917,1,NA,NA,NA,2520,4530,4500,5402,6090,2520,4530,4500,5402,6090
1917,2,NA,NA,NA,2440,4530,4530,5152,6340,2440,4530,4530,5152,6340
1917,3,NA,NA,NA,2380,5440,5350,5352,6260,2380,5440,5350,5352,6260
1917,4,NA,NA,NA,2490,5490,5720,5802,6850,2490,5490,5720,5802,6850
1917,5,NA,NA,NA,2550,5610,5830,6282,6940,2550,5610,5830,6282,6940
1917,6,NA,NA,NA,2580,5720,5830,6592,7280,2580,5720,5830,6592,7280
1917,7,NA,NA,NA,2550,5920,5970,6712,7590,2550,5920,5970,6712,7590
1917,8,NA,NA,NA,2270,5970,6090,6562,7530,2270,5970,6090,6562,7530
1917,9,NA,NA,NA,2320,5830,5800,6342,7280,2320,5830,5800,6342,7280
1917,10,NA,NA,NA,2410,5750,5890,6342,7160,2410,5750,5890,6342,7160
1917,11,NA,NA,NA,2320,5720,5830,6312,7110,2320,5720,5830,6312,7110
1917,12,NA,NA,NA,1840,4760,4870,6202,6970,1840,4760,4870,6202,6970
1918,1,NA,NA,NA,1870,4080,4330,5566,6510,1870,4080,4330,5566,6510
1918,2,NA,NA,NA,1810,4560,4790,5316,6310,1810,4560,4790,5316,6310
1918,3,NA,NA,NA,1840,4980,4870,5686,6820,1840,4980,4870,5686,6820
1918,4,NA,NA,NA,1810,4560,5150,5546,7310,1810,4560,5150,5546,7310
1918,5,NA,NA,NA,1870,6060,6200,5766,7360,1870,6060,6200,5766,7360
1918,6,NA,NA,NA,2040,6170,6230,5906,7330,2040,6170,6230,5906,7330
1918,7,NA,NA,NA,1760,6090,6170,5856,7280,1760,6090,6170,5856,7280
1918,8,NA,NA,NA,1870,6000,6090,5826,7020,1870,6000,6090,5826,7020
1918,9,NA,NA,NA,2100,5920,6060,5906,6880,2100,5920,6060,5906,6880
1918,10,NA,NA,NA,2150,5750,5830,5766,6710,2150,5750,5830,5766,6710
1918,11,NA,NA,NA,1980,5780,5950,5936,6770,1980,5780,5950,5936,6770
1918,12,NA,NA,NA,1640,5660,5720,5736,6630,1640,5660,5720,5736,6630
1919,1,NA,NA,NA,1640,5380,5780,5909,6770,1640,5380,5780,5909,6770
1919,2,NA,NA,NA,1590,5240,5320,5689,6650,1590,5240,5320,5689,6650
1919,3,NA,NA,NA,1590,5300,5550,5769,6740,1590,5300,5550,5769,6740
1919,4,NA,NA,NA,1590,5380,5780,6079,7110,1590,5380,5780,6079,7110
1919,5,NA,NA,NA,1640,5610,5830,6589,7560,1640,5610,5830,6589,7560
1919,6,NA,NA,NA,1590,5580,5690,6589,7840,1590,5580,5690,6589,7840
1919,7,NA,NA,NA,1610,5660,5690,6339,7790,1610,5660,5690,6339,7790
1919,8,NA,NA,NA,1560,5610,5780,6279,7530,1560,5610,5780,6279,7530
1919,9,NA,NA,NA,1670,5520,5690,6079,7220,1670,5520,5690,6079,7220
1919,10,NA,NA,NA,1640,5440,5610,5859,6940,1640,5440,5610,5859,6940
1919,11,NA,NA,NA,1670,5410,5660,5939,6800,1670,5410,5660,5939,6800
1919,12,NA,NA,NA,1670,5410,5490,5719,6600,1670,5410,5490,5719,6600
1920,1,NA,NA,NA,1700,3480,3480,5095,6000,1700,3480,3480,5095,6000
1920,2,NA,NA,NA,1670,3740,3960,4705,5780,1670,3740,3960,4705,5780
1920,3,NA,NA,NA,1640,4730,4790,4845,5890,1640,4730,4790,4845,5890
1920,4,NA,NA,NA,1640,5470,5470,5185,6480,1640,5470,5470,5185,6480
1920,5,NA,NA,NA,2320,5580,5440,5725,6480,2320,5580,5440,5725,6480
1920,6,NA,NA,NA,2410,5640,5660,5865,6480,2410,5640,5660,5865,6480
1920,7,NA,NA,NA,2520,5720,5750,5885,6570,2520,5720,5750,5885,6570
1920,8,NA,NA,NA,2800,5660,5720,5805,6480,2800,5660,5720,5805,6480
1920,9,NA,NA,NA,2440,5690,5720,5745,6400,2440,5690,5720,5745,6400
1920,10,NA,NA,NA,1930,5610,5690,5725,6310,1930,5610,5690,5725,6310
1920,11,NA,NA,NA,1730,5440,5470,5695,6200,1730,5440,5470,5695,6200
1920,12,NA,NA,NA,1640,5320,5150,5885,6400,1640,5320,5150,5885,6400
1921,1,NA,NA,NA,1590,5240,5320,5569,6430,1590,5240,5320,5569,6430
1921,2,NA,NA,NA,1610,3850,3710,5379,6260,1610,3850,3710,5379,6260
1921,3,NA,NA,NA,1530,5070,5240,5519,6650,1530,5070,5240,5519,6650
1921,4,NA,NA,NA,1590,5130,5300,5859,6940,1590,5130,5300,5859,6940
1921,5,NA,NA,NA,1420,5380,5380,6169,7110,1420,5380,5380,6169,7110
1921,6,NA,NA,NA,1390,5380,5410,6079,7080,1390,5380,5410,6079,7080
1921,7,NA,NA,NA,1640,5350,5410,5999,6940,1640,5350,5410,5999,6940
1921,8,NA,NA,NA,1730,5320,5350,5739,6680,1730,5320,5350,5739,6680
1921,9,NA,NA,NA,1730,5210,5240,5689,6400,1730,5210,5240,5689,6400
1921,10,NA,NA,NA,1590,5240,5320,5489,6200,1590,5240,5320,5489,6200
1921,11,NA,NA,NA,1440,5040,5070,5349,5950,1440,5040,5070,5349,5950
1921,12,NA,NA,NA,1360,5100,5180,5719,6090,1360,5100,5180,5719,6090
1922,1,NA,NA,NA,1250,4080,4500,5316,5890,1250,4080,4500,5316,5890
1922,2,NA,NA,NA,1270,3790,3960,4946,5610,1270,3790,3960,4946,5610
1922,3,NA,NA,NA,1300,4640,4700,5006,6030,1300,4640,4700,5006,6030
1922,4,NA,NA,NA,1300,5130,5100,5736,6800,1300,5130,5100,5736,6800
1922,5,NA,NA,NA,1330,5320,5150,5996,7020,1330,5320,5150,5996,7020
1922,6,NA,NA,NA,1220,5470,5520,6046,7140,1220,5470,5520,6046,7140
1922,7,NA,NA,NA,1270,5470,5490,5876,7280,1270,5470,5490,5876,7280
1922,8,NA,NA,NA,1330,5440,5470,5736,7020,1330,5440,5470,5736,7020
1922,9,NA,NA,NA,1300,5350,5380,5626,6710,1300,5350,5380,5626,6710
1922,10,NA,NA,NA,1390,5270,5320,5546,6480,1390,5270,5320,5546,6480
1922,11,NA,NA,NA,1420,5180,5300,5456,6200,1420,5180,5300,5456,6200
1922,12,NA,NA,NA,1440,5010,5070,5176,5890,1440,5010,5070,5176,5890
1923,1,NA,NA,NA,1420,3790,4160,5009,5660,1420,3790,4160,5009,5660
1923,2,NA,NA,NA,1440,3850,3850,4779,5550,1440,3850,3850,4779,5550
1923,3,NA,NA,NA,1530,4250,4450,4949,5550,1530,4250,4450,4949,5550
1923,4,NA,NA,NA,1500,4840,4870,5119,6260,1500,4840,4870,5119,6260
1923,5,NA,NA,NA,1700,4960,4930,5459,6480,1700,4960,4930,5459,6480
1923,6,NA,NA,NA,1590,5210,5270,5599,6680,1590,5210,5270,5599,6680
1923,7,NA,NA,NA,1560,5180,5210,5399,6540,1560,5180,5210,5399,6540
1923,8,NA,NA,NA,1560,5180,5210,5319,6370,1560,5180,5210,5319,6370
1923,9,NA,NA,NA,1530,5150,5180,5179,6120,1530,5150,5180,5179,6120
1923,10,NA,NA,NA,1500,5100,5180,5089,5890,1500,5100,5180,5089,5890
1923,11,NA,NA,NA,1470,4980,5100,5039,5780,1470,4980,5100,5039,5780
1923,12,NA,NA,NA,1500,4790,4620,5289,5860,1500,4790,4620,5289,5860
1924,1,NA,NA,NA,1530,4250,4530,5514,5950,1530,4250,4530,5514,5950
1924,2,NA,NA,NA,1500,3450,3450,4944,5720,1500,3450,3450,4944,5720
1924,3,NA,NA,NA,1530,4360,4330,4974,5890,1530,4360,4330,4974,5890
1924,4,NA,NA,NA,1590,4590,4500,5224,6340,1590,4590,4500,5224,6340
1924,5,NA,NA,NA,1590,4790,4810,5764,6800,1590,4790,4810,5764,6800
1924,6,NA,NA,NA,1500,5010,5070,5734,6880,1500,5010,5070,5734,6880
1924,7,NA,NA,NA,1420,5040,5070,5764,6850,1420,5040,5070,5764,6850
1924,8,NA,NA,NA,1500,5100,5130,5594,6740,1500,5100,5130,5594,6740
1924,9,NA,NA,NA,1470,5100,5130,5484,6510,1470,5100,5130,5484,6510
1924,10,NA,NA,NA,1470,4960,5040,5454,6400,1470,4960,5040,5454,6400
1924,11,NA,NA,NA,1530,4790,4900,5374,6170,1530,4790,4900,5374,6170
1924,12,NA,NA,NA,1500,4250,4420,5224,5890,1500,4250,4420,5224,5890
1925,1,NA,NA,NA,1560,3770,4050,4634,5180,1560,3770,4050,4634,5180
1925,2,NA,NA,NA,1530,3680,3740,4544,5320,1530,3680,3740,4544,5320
1925,3,NA,NA,NA,1560,4190,4330,4864,6090,1560,4190,4330,4864,6090
1925,4,NA,NA,NA,1670,4590,4390,4944,6430,1670,4590,4390,4944,6430
1925,5,NA,NA,NA,1700,4700,4530,5174,6510,1700,4700,4530,5174,6510
1925,6,NA,NA,NA,1560,4670,4730,5144,6400,1560,4670,4730,5144,6400
